CpG,logFC,t,P.Value,adj.P.Val,B,Male_ART_mean,Female_ART_mean,Male_nonART_mean,Female_nonART_mean,Male_nonART_v_ART_dB,Female_nonART_v_ART_dB,chr,pos,bacon_pvalue,adj_bacon_pvalue
cg05570079,0.0614825433351694,0.959482788271348,0.339223859542372,0.885626627326365,-5.30697322198508,0.805790631522543,0.848204985725544,0.802913693468665,0.850096416171746,0.00287693805387812,-0.00189143044620277,chrX,21856948,0.500480660984627,1
cg05570609,0.0723910897445538,1.31852143971501,0.189812859473519,0.818091989698099,-4.94250332073817,0.494611361305151,0.59940785110385,0.535752390942256,0.609539605545528,-0.0411410296371051,-0.0101317544416778,chrX,135852617,0.308566663975211,1
cg05571129,0.0376941514850776,0.45796486909681,0.647796870604378,0.951307062551952,-5.62595219226489,0.847885499096763,0.854605239935856,0.84627036732882,0.853460030588966,0.00161513176794226,0.00114520934689011,chrX,6626831,0.847332505685767,1
cg05572164,-0.0446124686292664,-0.768771643667041,0.443522867160791,0.910415456090268,-5.45461207475343,0.397465405104627,0.508336205362664,0.411248143323141,0.500773371574173,-0.0137827382185146,0.00756283378849121,chrX,15349961,0.324849692770934,1
cg05572207,0.0699355379174435,0.915221948670902,0.36189063099282,0.891642909176009,-5.34409974131709,0.714932858158057,0.654892370558975,0.682446677369637,0.657272556398043,0.032486180788419,-0.00238018583906807,chrX,152905493,0.527867258971843,1
cg05572834,-0.0537468760243236,-0.674688691584104,0.501157263034869,0.923501417856105,-5.51557261146325,0.122360425202956,0.132936681647927,0.12849630557302,0.132742497467999,-0.00613588037006316,1.941841799273e-4,chrX,16730380,0.371178835312528,1
cg05573563,0.0248975097792356,0.330017933998121,0.741955574107136,0.967504762774373,-5.67135840868501,0.829437791589583,0.83527395158034,0.818622647209969,0.83831373399951,0.010815144379614,-0.00303978241916958,chrX,13751423,0.944387138178284,1
cg05574878,0.03904503884618,0.483943235659337,0.629298559997605,0.947843217979755,-5.61493828228372,0.653007288863986,0.57942306181135,0.641322857224162,0.585935228165864,0.0116844316398238,-0.00651216635451335,chrX,113885321,0.82785804388606,1
cg05576116,0.0532602191183759,0.56165844203412,0.575384853144952,0.93941347848065,-5.57838009437114,0.867960797450945,0.898285881991775,0.865605744331871,0.898710254412767,0.00235505311907402,-4.2437242099291e-4,chrX,53565301,0.770272936045777,1
cg05576543,-0.0859722594304992,-0.929055006483154,0.354705388358012,0.889498626075152,-5.33268176928401,0.894638471501536,0.742663035747415,0.869113339613888,0.735379391892901,0.0255251318876472,0.00728364385451463,chrX,70403547,0.254981046351663,1
cg05576548,-0.024187076160298,-0.42698519088183,0.670146905291684,0.953801293173002,-5.63829515165767,0.860466158689766,0.860678446219416,0.850437953387914,0.858862695919896,0.0100282053018526,0.00181575029952075,chrX,47500695,0.511442107042208,1
cg05577993,0.0367752055637884,0.425791957372613,0.671013859211112,0.954286841020357,-5.63875333658583,0.579363874481156,0.607035947318085,0.599369146727342,0.606349105664771,-0.020005272246186,6.8684165331345e-4,chrX,140372220,0.87157920799813,1
cg05578291,-0.0567742559598509,-0.650869296529959,0.516361690271156,0.928388262460354,-5.5297564031683,0.170053114552239,0.404268253088167,0.173763070319017,0.397403350683852,-0.0037099557667781,0.00686490240431459,chrX,24042365,0.383528964029473,1
cg05579254,-0.064950632298561,-0.755111059625186,0.451645769548366,0.91113696360631,-5.46395165165454,0.872527711401216,0.860755984130418,0.861762100475462,0.856035849021646,0.0107656109257546,0.00472013510877189,chrX,120120967,0.331332536541303,1
cg05579858,0.0928929863732929,1.31406469182101,0.191303628150091,0.818935415286358,-4.94771272539426,0.901060064856473,0.888022327427087,0.899721980602332,0.890713767440852,0.00133808425414061,-0.00269144001376498,chrX,70241772,0.310602828801293,1
cg05580683,0.0192870089369666,0.133116213987724,0.894322017490252,0.988564197422294,-5.71246434551304,0.741795363414973,0.409451962275952,0.729249082087792,0.403599125004346,0.0125462813271814,0.00585283727160552,chrY,23566861,0.905139158886719,1
cg05582078,0.0837578842909994,0.969062743583823,0.334441831091841,0.884759521224437,-5.2987104508743,0.778204328464636,0.625053112275894,0.758400074027164,0.635433683260777,0.0198042544374717,-0.0103805709848833,chrX,48853550,0.494653792255036,1
cg05585317,0.12061350995947,1.77849091614867,0.0778279734729937,0.731926035148274,-4.31405824035833,0.281900894762613,0.501834250281974,0.292882398674679,0.523793269450884,-0.0109815039120663,-0.0219590191689101,chrX,53117682,0.144405887763946,1
cg05585967,-0.0185289294180825,-0.282965388983692,0.77768560715927,0.973639945756718,-5.68435581562914,0.773408167200408,0.664946229740561,0.733852798809777,0.66194304771096,0.039555368390631,0.00300318202960126,chrX,13026713,0.604175270723371,1
cg05587158,0.281010531444427,2.26957925903012,0.0249988576121808,0.60150884094207,-3.45024407291924,0.899576622582053,0.742556144571559,0.882968163131818,0.771664718169577,0.0166084594502353,-0.029108573598018,chrX,69487748,0.0535100095730782,1
cg05587202,0.136372268574135,1.99637026228844,0.0481327226658584,0.670937271110154,-3.95483705795698,0.551402025878807,0.562312031447775,0.561932095736678,0.585947130138941,-0.0105300698578713,-0.0236350986911664,chrX,154030619,0.0951895857142172,1
cg05590572,-0.03439078187663,-0.306435691679907,0.759798210049267,0.970648002532629,-5.6781215654171,0.244429712890062,0.274266800742455,0.252512711871886,0.264554674580713,-0.00808299898182332,0.00971212616174183,chrX,114468694,0.588558862438605,1
cg05591348,-0.0490817189817092,-0.922959759696097,0.357860105290449,0.890355422765691,-5.33773364225317,0.785041883133657,0.755532036557618,0.779557302086428,0.750814882336946,0.00548458104722815,0.00471715422067209,chrX,119211083,0.257430356227864,1
cg05592527,0.0596949304477733,0.68757900465851,0.493030336434823,0.921581576596785,-5.50768597300747,0.0798169954331377,0.273452204396936,0.0962520686087082,0.283657797616656,-0.0164350731755705,-0.0102055932197198,chrX,100872988,0.679724044785451,1
cg05594230,0.0473207354433138,0.670494397509434,0.503817041192996,0.925013657905677,-5.51810687647769,0.178021393554975,0.560011555609946,0.153015890071425,0.570414708859491,0.02500550348355,-0.0104031532495444,chrX,70712403,0.691775371226589,1
cg05595527,0.16508536099141,1.73983973659437,0.0844231156628922,0.736640988775882,-4.37370575540856,0.665496141983986,0.692985115471649,0.692764617152546,0.715140701410136,-0.0272684751685591,-0.0221555859384871,chrX,49104139,0.154883296522945,1
cg05596796,3.6023077245987e-4,0.0031580911305194,0.997485399059014,0.999961317641906,-5.72045129635187,0.581594759861745,0.671147048788547,0.562888715007665,0.670275865607776,0.0187060448540806,8.711831807715e-4,chrX,30302238,0.807333203092219,1
cg05598468,-6.3613653042374e-4,-0.00774489085549314,0.993833253897485,0.999776786000056,-5.72042874079188,0.264119742184954,0.189597792298438,0.261670268235283,0.186350245590589,0.00244947394967143,0.00324754670784894,chrX,13753119,0.799241159426996,1
cg05598541,0.103240971541394,1.31713404766416,0.190276006167062,0.818091989698099,-4.94412684771315,0.696892182453546,0.757853241314987,0.692936053930397,0.774641719653119,0.00395612852314919,-0.0167884783381317,chrX,52881212,0.309199576625781,1
cg05599151,0.176822841354216,1.1904292010023,0.236201853475355,0.843840238737105,-5.08539524903727,0.134350808571023,0.421019059459175,0.144701327488519,0.449081652640351,-0.0103505189174966,-0.0280625931811758,chrX,53111398,0.370611429484732,1
cg05599261,0.151875147836855,1.55495317303523,0.122562058884166,0.775434666017786,-4.64178917942881,0.68982362763109,0.677973320324889,0.671647154192781,0.696505530949411,0.0181764734383084,-0.0185322106245223,chrX,30742794,0.213097780849598,1
cg05599348,0.0646699567897991,0.822349776942664,0.412491175252328,0.901372706713406,-5.41638347148699,0.780422676022426,0.71271037380753,0.770308071858635,0.714895537910326,0.010114604163791,-0.00218516410279657,chrX,103174718,0.587712837298759,1
cg05600581,0.0166118957668044,0.149210945883571,0.881634933178907,0.9875059174248,-5.71041527931735,0.293385638660268,0.683528234245278,0.339300620286056,0.698942205352119,-0.0459149816257884,-0.0154139711068405,chrX,134232907,0.917384504411005,1
cg05600804,-0.114643390199811,-2.06022876232832,0.0415149314132778,0.659413870162286,-3.8422354496461,0.736900608527278,0.784226540452779,0.747920296376754,0.768692523185532,-0.011019687849476,0.0155340172672473,chrX,153623245,0.026168327544287,1
cg05602527,-0.0676370012972461,-0.611115435105222,0.542266477664012,0.930772862050621,-5.55230178107615,0.691710869851578,0.766540425598106,0.67752836467045,0.761877317656257,0.0141825051811272,0.00466310794184899,chrX,69352174,0.404693408191238,1
cg05602554,-0.0505213216321017,-0.905759702694446,0.366858372213907,0.892711920680722,-5.35181283266687,0.887698360465961,0.841224967448879,0.878640754509475,0.834192687429797,0.0090576059564863,0.00703228001908152,chrX,19912126,0.264429859874084,1
cg05605384,0.172988607853295,1.31623923340382,0.190575164529273,0.818830725528904,-4.94517308147148,0.0567365999067442,0.231757585907526,0.0776333311938836,0.254658017983918,-0.0208967312871394,-0.0229004320763921,chrX,77395277,0.30960823562992,1
cg05605639,-0.162291533475623,-1.7022963320099,0.0912608166326254,0.74570193507433,-4.43045598737632,0.576411190945465,0.510188625630939,0.555908185685578,0.490168606688676,0.0205030052598862,0.0200200189422621,chrX,149371138,0.0600719107654882,1
cg05605944,0.0569806749703189,0.525982380236122,0.59986060729382,0.944195217196461,-5.5958339332852,0.575093038821792,0.622823234099379,0.596988519788909,0.62960126705239,-0.0218954809671176,-0.0067780329530106,chrX,43741945,0.796571741062867,1
cg05606010,0.126246409725865,1.10175050654505,0.272751097889419,0.86141138118404,-5.17598671945887,0.786322667087175,0.838326890945685,0.780617057139498,0.854847134920531,0.00570560994767666,-0.0165202439748464,chrX,11288235,0.417801844965376,1
cg05608794,0.0910182398615588,1.15573793350558,0.250059355381694,0.853428113648315,-5.12164956199933,0.332051574381785,0.338567006991767,0.369146521239951,0.349533113962929,-0.037094946858166,-0.0109661069711618,chrY,14649668,0.388664355809904,1
cg05609837,0.184422116178887,1.29165427630418,0.19893221567477,0.824417778093055,-4.97364865981247,0.790960466108695,0.691457034706058,0.760024952495063,0.721750084320015,0.0309355136136314,-0.0302930496139565,chrX,65041897,0.320975646325736,1
cg05610083,0.19367175519035,1.79578666252796,0.075017455680615,0.725716776859248,-4.28696641882986,0.668343516597169,0.730449784588627,0.644179348666837,0.755016824271527,0.0241641679303326,-0.0245670396829002,chrX,134909399,0.139897148656257,1
cg05613234,0.116200922546465,1.04206119827554,0.299455403777765,0.868893648101109,-5.2331019245142,0.768273263811161,0.821944547687376,0.759638025555506,0.839039023158507,0.00863523825565538,-0.0170944754711316,chrX,7037456,0.451468949435764,1
cg05618150,-0.0760191537303575,-0.808353584766067,0.420469325291495,0.903071714027243,-5.42661544659562,0.0914097500646169,0.350134212501549,0.100449594096669,0.340390327941853,-0.00903984403205212,0.0097438845596956,chrY,7140718,0.306534862919689,1
cg05621349,0.0124207317189069,0.0900872227233662,0.928366462200086,0.989695646605477,-5.71679555921294,0.0935038981674173,0.459985270920181,0.121369172115728,0.466914651784835,-0.0278652739483108,-0.00692938086465467,chrY,21729069,0.872519842909872,1
cg05623762,0.172579729411983,1.78251739023687,0.0771660455211735,0.728435280259025,-4.30777331323246,0.746028851194993,0.774992249486383,0.728530516869651,0.800742988420643,0.0174983343253428,-0.0257507389342604,chrX,149400850,0.143346427392336,1
cg05625294,-0.0203326768572002,-0.176630750289862,0.860092959103896,0.985466696341632,-5.70638658855881,0.0645610766183834,0.324027544277302,0.0913400323004277,0.322850268040128,-0.0267789556820443,0.00117727623717345,chrX,149861464,0.677134384182346,1
cg05626778,0.139024976452375,1.70684725974884,0.0904086826748751,0.744715715582045,-4.42363933332056,0.701628315494887,0.769769115079709,0.69390935193006,0.781850598506395,0.0077189635648266,-0.012081483426686499,chrX,23820575,0.16427514816912,1
cg05629323,-0.00661486617125884,-0.0675638559488579,0.946244050561233,0.993214449955814,-5.71839697405439,0.851906737321515,0.886034105924484,0.851464550242733,0.885386955677108,4.4218707878185e-4,6.4715024737627e-4,chrX,132351068,0.755248690550036,1
cg05630320,0.275809782548603,1.86296453088642,0.0648857173099065,0.704341910543019,-4.17940019579578,0.0845936011074074,0.395496005537244,0.148264223451334,0.433088056641739,-0.0636706223439262,-0.0375920511044953,chrX,133594116,0.123406408030392,1
cg05631550,-0.0343784848384169,-0.334545952026949,0.738545287925186,0.967270608881547,-5.67000257364039,0.884357019297592,0.800292436831834,0.874656127028811,0.793558096970292,0.00970089226878135,0.00673433986154148,chrX,17071893,0.570104480593405,1
cg05632132,0.00757603667634851,0.0952327224024631,0.924287097614759,0.989200687559515,-5.7163655137195,0.655175453450848,0.748355780943483,0.651937004691847,0.750102740665752,0.00323844875900148,-0.00174695972226901,chrX,40262648,0.876410256142984,1
cg05632477,-0.126316797437702,-1.58915178651309,0.114628796394598,0.766977308352469,-4.59436339979978,0.827534897343148,0.792148676954821,0.815580200653037,0.776923022358821,0.0119546966901106,0.015225654596,chrX,47565102,0.0764439855042895,1
cg05633597,0.0505574653086745,0.558327962137031,0.577649410875061,0.93941347848065,-5.58005765757508,0.785559834324847,0.586483132411521,0.734247642261197,0.589639425091386,0.0513121920636501,-0.00315629267986473,chrX,56258193,0.772717381801102,1
cg05634534,-0.238665369347146,-1.90138550290779,0.0596233043183239,0.697745912292564,-4.11621400250978,0.754522283728242,0.742752831030574,0.767930492957863,0.708935467841318,-0.0134082092296205,0.0338173631892563,chrX,39808347,0.0383314092113749,1
cg05637610,0.0289010870370908,0.275132050185634,0.783682803375785,0.975322394849706,-5.68632618453077,0.663381907177016,0.706645295489259,0.656613642447366,0.708774125337422,0.00676826472965086,-0.00212882984816287,chrX,23785498,0.986362057858124,1
cg05638634,-0.107459953095624,-1.50433048754566,0.135095191682498,0.778725491035876,-4.71017779028167,0.84751488963149,0.788138592664928,0.843429677593481,0.780374022448041,0.00408521203800916,0.00776457021688726,chrX,139850091,0.090967597013407,1
cg05640369,0.123976997596836,1.81548865514087,0.071918702079241,0.724518541997969,-4.25580447437783,0.719275025170548,0.603818360801708,0.712201537242367,0.619313264065761,0.00707348792818163,-0.0154949032640529,chrX,118771721,0.134893990350853,1
cg05640547,0.174669238934438,2.05293156540511,0.0422293957155246,0.659413870162286,-3.85526879796407,0.460356162074312,0.346710906631394,0.459129343171583,0.37423385936871,0.00122681890272941,-0.0275229527373162,chrX,151770741,0.0849053791971417,1
cg05641446,-0.11233953596297,-1.05634233361844,0.292910792101217,0.867828907507962,-5.21972018721937,0.839414249867638,0.767948471851268,0.832760177524626,0.752450768075468,0.00665407234301219,0.0154977037757997,chrX,69281917,0.207500861061313,1
cg05642874,0.0877429852784858,0.986700654653748,0.325753152381006,0.882391722814014,-5.28328663790568,0.784419899123512,0.805841481884525,0.780546709643933,0.812415585849298,0.00387318947957982,-0.00657410396477298,chrX,18386605,0.484021345684024,1
cg05642931,-0.047396135805774,-0.415757675061108,0.678321801093782,0.955600200263254,-5.64255579565933,0.443537531750987,0.532375335490531,0.400929664146922,0.520628185609241,0.0426078676040649,0.0117471498812902,chrX,136135420,0.518395317725635,1
cg05644929,-0.010112413974494,-0.116598590210132,0.907370948760745,0.989085632129798,-5.71432441252331,0.844650570765322,0.608116712321312,0.833207042606749,0.597863630715905,0.0114435281585729,0.0102530816054068,chrX,106198724,0.719763166783341,1
cg05646066,-0.0472463138116008,-0.705954986549069,0.481569555967365,0.920063779242421,-5.49618726534714,0.881660969109034,0.883560795799431,0.887668977073187,0.879313041285232,-0.00600800796415313,0.00424775451419868,chrX,16840741,0.355346969019014,1
cg05648770,-0.0642586209525682,-0.861811413038517,0.390491508993954,0.898469951935307,-5.38660121233983,0.879288050674683,0.880742296290222,0.878327341259983,0.877713307314709,9.6070941470038e-4,0.00302898897551351,chrX,18685393,0.282906410388502,1
cg05649651,0.00739104496284126,0.106206663008657,0.915593797559568,0.989200687559515,-5.71536858199541,0.357016072885039,0.542645509305244,0.3747366310645,0.54859951550046,-0.0177205581794606,-0.0059540061952158,chrX,30596225,0.884717307302146,1
cg05650910,0.0112671423656307,0.12061670774064,0.904194164590416,0.988564197422294,-5.71389457103334,0.832767400090508,0.796215267679326,0.829459348825995,0.79791439754935,0.00330805126451272,-0.00169912987002363,chrX,19377044,0.895644551783836,1
cg05651289,-0.0351679551218367,-0.470848986943279,0.63859406173132,0.949520417034652,-5.62056541256811,0.714454700941875,0.659287401881394,0.682661400577688,0.647636902793233,0.0317933003641862,0.0116504990881611,chrX,42035016,0.484751084677074,1
cg05652828,-0.0117361083289099,-0.196570052477084,0.844492913294687,0.983858377029836,-5.70303142994321,0.801594602497636,0.748947169564277,0.798957541404991,0.745130604955077,0.00263706109264539,0.00381656460920021,chrX,47445107,0.663193288210631,1
cg05655038,-0.121703336149756,-1.09375188785962,0.276230705272314,0.861479979948158,-5.18382103259287,0.869651868755077,0.88435741737414,0.859500282633212,0.876701023623642,0.0101515861218647,0.00765639375049831,chrX,152687670,0.194850793948763,1
cg05655041,0.0135539309982592,0.148903530512692,0.881876984138273,0.987517555017211,-5.71045660494136,0.741275100535536,0.785495478943809,0.730811980772731,0.785393504725757,0.010463119762805,1.0197421805169e-4,chrX,15334253,0.9171504206536,1
cg05658184,-0.0148756351442769,-0.173951049765472,0.862193856639315,0.985597091911012,-5.70681018542233,0.206673007383888,0.214950441820588,0.199372622756673,0.21220444112043,0.00730038462721461,0.00274600070015843,chrX,25027489,0.679016560679712,1
cg05660494,0.0159924800505512,0.217012995534964,0.828562737252131,0.982599375876338,-5.69921958487257,0.723727206297374,0.791324826721555,0.741372003727283,0.790131406939326,-0.0176447974299094,0.00119341978222831,chrX,148958393,0.969151693444147,1
cg05661612,0.16740387908047,1.06777153950835,0.28774366535869,0.866719600981432,-5.20888221123059,0.117891866950452,0.275188138229855,0.130834990333624,0.295068104721188,-0.012943123383172,-0.0198799664913332,chrX,119694961,0.43678268326993003,1
cg05662252,0.0325402764300189,0.297104741147982,0.766894633230756,0.972018766235181,-5.68065944289329,0.834562246878861,0.811529034533292,0.815659274708946,0.81393091080459,0.0189029721699155,-0.00240187627129862,chrX,47429259,0.969547007825124,1
cg05666266,0.0421630327484272,0.825235388518324,0.410857676636459,0.901227020482001,-5.41425236049145,0.0677095679852475,0.549262569160171,0.0913556762795017,0.555360068290901,-0.0236461082942543,-0.00609749913072988,chrX,68725596,0.585807051745349,1
cg05667014,0.0777551589482023,1.13709825499614,0.257738089217876,0.857070833479826,-5.14069693593071,0.721860773548406,0.699658368511882,0.727301340669029,0.70805787129248,-0.00544056712062269,-0.00839950278059831,chrX,10033990,0.398581586867704,1
cg05668006,0.186493746386504,2.06523209481482,0.0410310678536806,0.656151058217375,-3.83327439732059,0.555465675734125,0.576064558864793,0.57301407688782,0.600036653615468,-0.0175484011536946,-0.0239720947506752,chrX,16931240,0.0827923141100039,1
cg05669887,0.179691524868182,1.88127771323517,0.0623309009500609,0.699825326905189,-4.1494335488616,0.787870999088949,0.659318174810801,0.758420742845955,0.682484339344609,0.029450256242994,-0.0231661645338072,chrX,134485617,0.119185011994109,1
cg05672930,-0.215585613516455,-1.5432362411856,0.125377904375771,0.776978698286133,-4.65781093878369,0.0583148562923155,0.36434146779998,0.0733929542063082,0.33581134872004,-0.0150780979139927,0.0285301190799397,chrY,21729555,0.084051716242104,1
cg05673087,-0.00489713654439566,-0.0384044558000655,0.969428332098859,0.99578160663252,-5.71979058430491,0.0643033712992833,0.081552873762031,0.0704609752288242,0.0825795206810735,-0.00615760392954089,-0.0010266469190426,chrX,14048156,0.776603955946309,1
cg05673346,0.052457044242664,0.936705499678945,0.350770964367909,0.889498626075152,-5.32629455088282,0.180182144194299,0.522246919677645,0.197357967702014,0.534770363753963,-0.0171758235077144,-0.0125234440763179,chrX,38662707,0.514479453477555,1
cg05675648,0.113209159179779,1.18470784725321,0.238448599309806,0.845686783276755,-5.09144636222763,0.671871464340222,0.710731222216646,0.628721720245861,0.729391359475635,0.0431497440943611,-0.0186601372589893,chrX,28608864,0.37355236159461,1
cg05678960,0.0175721019829514,0.0868450300097894,0.930937866563042,0.990156158150902,-5.71705426940374,0.711796867633057,0.473059988151297,0.696564271278376,0.486076422403628,0.0152325963546809,-0.0130164342523313,chrY,6133838,0.870070059769101,1
cg05679489,0.0203839837701977,0.201953351702534,0.84029143976045,0.983858377029836,-5.70206416839725,0.108206811617116,0.263112996109441,0.125577913372307,0.266033283264342,-0.0173711017551914,-0.00292028715490089,chrX,148552714,0.957634616050415,1
cg05680457,-0.0339028294729898,-0.227257018188352,0.820606406488693,0.980713300500167,-5.69716785159798,0.891700953851561,0.893643445794477,0.903723021927153,0.896681698164211,-0.012022068075592,-0.00303825236973432,chrX,5821783,0.64196510678805,1
cg05680801,-0.00934719110687806,-0.107990225758271,0.914181837626304,0.98916400219097,-5.71519629406818,0.780085158590892,0.706299538497823,0.756073660468513,0.707011458538274,0.0240114981223795,-7.1192004045106e-4,chrX,131354271,0.725951832281394,1
cg05680973,-0.0393936697327806,-0.537313749663657,0.59203504851965,0.942867375015002,-5.5904136997465,0.233418851728461,0.439707846092401,0.22428753219428,0.435969716032883,0.00913131953418098,0.00373813005951729,chrX,132090141,0.445788484338342,1
cg05682970,0.0307907833055252,0.345786843270664,0.73010179729424,0.965939196191038,-5.66655698792471,0.789850514592354,0.728194507540619,0.789664463079217,0.734620485196528,1.8605151313733e-4,-0.00642597765590847,chrX,154839539,0.93235097511072,1
cg05684200,-0.18040424320831,-1.44527978916678,0.150957400067569,0.789240853416267,-4.78720579378578,0.917856750114138,0.824713363010189,0.91688141310927,0.804019430386844,9.7533700486796e-4,0.0206939326233446,chrX,136626364,0.102331114540505,1
cg05684622,-0.22294985256633,-2.04305601582864,0.043213056530251,0.663439755507213,-3.87283910415112,0.821138569015761,0.779400666049861,0.785589757573581,0.762269450085164,0.0355488114421797,0.017131215964697,chrX,102192067,0.02729819194214,1
cg05685296,0.0282087864219554,0.474034845815632,0.636327072942122,0.94933471127209,-5.61921046899269,0.847518934668933,0.878726825854256,0.836381591539006,0.880681210752254,0.0111373431299271,-0.00195438489799837,chrX,40020363,0.83527399170774,1
cg05685541,0.237485153806637,2.64291820540387,0.00930392429673261,0.459786942350774,-2.6665710792572,0.852335395672455,0.861221751324722,0.829396151803352,0.880826185893778,0.022939243869103,-0.0196044345690554,chrX,24150594,0.0220791274683945,1
cg05687312,0.0500503208798468,0.420618161986501,0.674778042164711,0.955456134323972,-5.64072521695041,0.126898940190262,0.467616321931172,0.155926799005818,0.466465746255083,-0.0290278588155557,0.0011505756760895,chrX,63425794,0.875490282651488,1
cg05688478,-0.0792076082030264,-0.952098008216639,0.342940282479078,0.886624913070585,-5.31328754217503,0.158805056915608,0.586540610508357,0.193941961105049,0.570454127296466,-0.035136904189441,0.0160864832118917,chrX,128789194,0.245868105596808,1
cg05688923,0.128699427412956,1.34309632473401,0.181747957279297,0.813559805838411,-4.91347151822912,0.77018730700279,0.812960737338241,0.742610801502157,0.829065671205813,0.0275765055006333,-0.0161049338675721,chrX,150563787,0.297497913460504,1
cg05689315,0.195099114316256,1.92550010440237,0.0565071184083938,0.689667411330876,-4.07593923496475,0.0816416552440078,0.35549142419765,0.088475523665859,0.381317338636155,-0.0068338684218512,-0.0258259144385055,chrX,51637585,0.109457726662023,1
cg05689984,0.0647625202958416,0.792601044444102,0.429557493449504,0.905300278150118,-5.43792378554667,0.795122724309246,0.73452181704038,0.787439599252972,0.740893625098392,0.00768312505627389,-0.00637180805801241,chrX,101145826,0.607525217481884,1
cg05690949,0.0019200454740194,0.0188919867861834,0.984958306647042,0.998836851382296,-5.72029482157239,0.567847084600155,0.543367861676252,0.524378581669404,0.548932543309688,0.0434685029307511,-0.00556468163343626,chrX,75005360,0.819046904968716,1
cg05692422,0.00847561526317461,0.0783770686564902,0.937657237227565,0.991135210850141,-5.71768525378309,0.91333174138887,0.743552304330701,0.905497188921915,0.737734774076287,0.00783455246695586,0.00581753025441412,chrX,42637044,0.863677650875588,1
cg05695951,-0.0920180489958226,-1.23593522045212,0.218870312808465,0.834187300631541,-5.03625582959369,0.843806007832582,0.787931987161639,0.8400594666044,0.774990761212218,0.00374654122818185,0.0129412259494218,chrX,46437318,0.151918404691298,1
cg05695959,0.0650167429875432,0.701403980469071,0.484394195677168,0.920063779242421,-5.49906304336979,0.688510668948879,0.458809086161677,0.661834534708519,0.475760579331823,0.0266761342403604,-0.0169514931701459,chrX,39867476,0.670031407499781,1
cg05696595,0.128759176442498,1.60221358795973,0.111708924387182,0.761560375411421,-4.57598960739038,0.74138426326055,0.698806646432782,0.719540702010925,0.719384557876452,0.0218435612496255,-0.02057791144367,chrX,53312073,0.196898216989484,1
cg05698315,0.039023561926373,0.424489395808508,0.671960752695705,0.954725184100087,-5.63925204295687,0.753096408623762,0.656947567293941,0.729055565273119,0.663947373187569,0.0240408433506433,-0.00699980589362814,chrX,54072144,0.872563573507078,1
cg05699139,-0.0012358303622483,-0.011290764589089,0.991010010328387,0.999388372667895,-5.72039829765427,0.0909891692914898,0.209454616535951,0.110942790032637,0.21332434106885,-0.0199536207411474,-0.00386972453289869,chrX,95940153,0.796614053950713,1
cg05699523,-0.00434792054997509,-0.0451502067057911,0.964061815250791,0.995160199261885,-5.71953637425339,0.692724533230125,0.688274602071847,0.660681483234536,0.701944410336647,0.0320430499955889,-0.0136698082648006,chrX,95665865,0.771647922599407,1
cg05699659,-0.0185828934101921,-0.263456074226806,0.792646014263704,0.976390861915766,-5.68916058784838,0.811368272759456,0.774763335249149,0.814950974474989,0.771595950008175,-0.00358270171553354,0.00316738524097349,chrX,45600629,0.617295977068008,1
cg05699806,0.0127305805268484,0.147595514815943,0.882907006663983,0.987517555017211,-5.71063148809618,0.472687722455763,0.578717947565676,0.455903687649974,0.580091499512755,0.0167840348057891,-0.00137355194707933,chrX,2984985,0.916154502756155,1
cg05705520,-0.0143398198776325,-0.173878190410631,0.862250992563182,0.985597091911012,-5.70682161237492,0.869476115539501,0.804968969139149,0.859977973414598,0.80402958748076,0.00949814212490319,9.3938165838969e-4,chrX,48635764,0.67906776388928,1
cg05706253,-0.0607475143072299,-0.777694165207024,0.438263256855714,0.908608106296303,-5.44842242403607,0.732771215370742,0.746533631273052,0.710878381526496,0.737034562953487,0.0218928338442456,0.00949906831956493,chrX,109123182,0.320660244871905,1
cg05707218,0.101448457462577,1.03062714102159,0.30476595936314,0.870412143436754,-5.24368715776417,0.224556576590608,0.720141120372739,0.302023483959086,0.743141212495363,-0.0774669073684786,-0.0230000921226237,chrX,153234476,0.458089001393005,1
cg05707815,0.137027751249139,1.63961185182787,0.103676411916183,0.752321587994789,-4.52258925376507,0.0958530763473518,0.504822233118955,0.132138691184127,0.528025557853637,-0.0362856148367756,-0.0232033247346815,chrX,71934233,0.184732691582579,1
cg05709962,0.155870947932532,1.67673675867671,0.0961688835818777,0.750160261158603,-4.46841976035785,0.865467346577318,0.879069508015629,0.85062394117982,0.893804067249914,0.014843405397498,-0.0147345592342841,chrX,12248351,0.173215313783016,1
cg05710425,-0.0198155466150162,-0.240786532045185,0.810127003559764,0.978177085093184,-5.69431321845419,0.857098526943225,0.85198538271275,0.859188015311712,0.851037112174324,-0.00208948836848755,9.4827053842594e-4,chrX,135618207,0.632696688789571,1
cg05711300,0.00527040055640124,0.0583253452029449,0.953585437951826,0.994176380641587,-5.71892150771706,0.607823472782635,0.463352665436218,0.616836430097472,0.460505538690209,-0.00901295731483653,0.00284712674600918,chrY,16368115,0.848577012311178,1
cg05712400,-0.11633002356923,-1.56795364116675,0.119496547750352,0.773316390461247,-4.62387664926655,0.842500255664405,0.734775477585435,0.817988431285852,0.724910668314107,0.0245118243785537,0.00986480927132827,chrX,7975264,0.079883485218709,1
